raw_vars,new_var,label,operation,step,val_labs,new_vals,if_condition,if_true_return,else_return,code
nvs_fcq_1_exercise_pre,NA,I have an intense desire to exercise.,raw,0,"strongly disagree =1, disagree =2, neutral =3, agree =4, strongly agree =5",NA,NA,NA,NA,NA
nvs_fcq_1_binge_pre,NA,I have an intense desire to binge eat.,raw,0,"strongly disagree =1, disagree =2, neutral =3, agree =4, strongly agree =5",NA,NA,NA,NA,NA
nvs_fcq_2_restrict_pre,NA,I'm craving to restrict.,raw,0,"strongly disagree =1, disagree =2, neutral =3, agree =4, strongly agree =5",NA,NA,NA,NA,NA
nvs_fcq_2_fast_pre,NA,I'm craving to fast.,raw,0,"strongly disagree =1, disagree =2, neutral =3, agree =4, strongly agree =5",NA,NA,NA,NA,NA
nvs_fcq_2_vomit_pre,NA,I'm craving to vomit/purge.,raw,0,"strongly disagree =1, disagree =2, neutral =3, agree =4, strongly agree =5",NA,NA,NA,NA,NA
nvs_fcq_2_laxatives_pre,NA,I'm craving to use laxatives.,raw,0,"strongly disagree =1, disagree =2, neutral =3, agree =4, strongly agree =5",NA,NA,NA,NA,NA
nvs_fcq_2_exercise_pre,NA,I'm craving to exercise.,raw,0,"strongly disagree =1, disagree =2, neutral =3, agree =4, strongly agree =5",NA,NA,NA,NA,NA
nvs_fcq_2_binge_pre,NA,I'm craving to binge eat.,raw,0,"strongly disagree =1, disagree =2, neutral =3, agree =4, strongly agree =5",NA,NA,NA,NA,NA
nvs_fcq_3_restrict_pre,NA,I have an urge to restrict.,raw,0,"strongly disagree =1, disagree =2, neutral =3, agree =4, strongly agree =5",NA,NA,NA,NA,NA
nvs_fcq_3_fast_pre,NA,I have an urge to fast.,raw,0,"strongly disagree =1, disagree =2, neutral =3, agree =4, strongly agree =5",NA,NA,NA,NA,NA
nvs_fcq_3_vomit_pre,NA,I have an urge to vomit/purge.,raw,0,"strongly disagree =1, disagree =2, neutral =3, agree =4, strongly agree =5",NA,NA,NA,NA,NA
nvs_fcq_3_laxatives_pre,NA,I have an urge to use laxatives.,raw,0,"strongly disagree =1, disagree =2, neutral =3, agree =4, strongly agree =5",NA,NA,NA,NA,NA
nvs_fcq_3_exercise_pre,NA,I have an urge to exercise.,raw,0,"strongly disagree =1, disagree =2, neutral =3, agree =4, strongly agree =5",NA,NA,NA,NA,NA
nvs_fcq_3_binge_pre,NA,I have an urge to binge eat.,raw,0,"strongly disagree =1, disagree =2, neutral =3, agree =4, strongly agree =5",NA,NA,NA,NA,NA
"subject_id,nvs_paas_1_pre,nvs_paas_2_pre,nvs_paas_3_pre,nvs_paas_4_pre,nvs_biss_1_pre,nvs_biss_2_pre,nvs_biss_3_pre,nvs_biss_4_pre,bvs_biss_5_pre,nvs_biss_6_pre,nvs_fcq_1_restrict_pre,nvs_fcq_1_fast_pre,nvs_fcq_1_vomit_pre,nvs_fcq_1_laxatives_pre,nvs_fcq_1_exercise_pre,nvs_fcq_1_binge_pre,nvs_fcq_2_restrict_pre,nvs_fcq_2_fast_pre,nvs_fcq_2_vomit_pre,nvs_fcq_2_laxatives_pre,nvs_fcq_2_exercise_pre,nvs_fcq_2_binge_pre,nvs_fcq_3_restrict_pre,nvs_fcq_3_fast_pre,nvs_fcq_3_vomit_pre,nvs_fcq_3_laxatives_pre,nvs_fcq_3_exercise_pre,nvs_fcq_3_binge_pre",NA,NA,select,1,NA,NA,NA,NA,NA,NA
subject_id,id,NA,rename,2,NA,NA,NA,NA,NA,NA
nvs_paas_1_pre,nvs_euthusiatic,Enthusiastic,rename,2,NA,NA,NA,NA,NA,NA
nvs_paas_2_pre,nvs_crummy,Crummy,rename,2,NA,NA,NA,NA,NA,NA
nvs_paas_3_pre,nvs_fatigued,Fatigued,rename,2,NA,NA,NA,NA,NA,NA
nvs_paas_4_pre,nvs_calm,Calm,rename,2,NA,NA,NA,NA,NA,NA
nvs_biss_1_pre,nvs_physical_apperance,Right now I feel...,recode,2,"Extremely dissatisfied with my physical appearance=0, Mostly dissatisfied with my physical appearance=1, Moderately dissatisfied with my physical appearance=2, Slightly dissatisfied with my physical appearance=3, Neither dissatisfied nor satisfied with my physical appearance=4, Slightly satisfied with my physical appearance=5, Moderately satisfied with my physical appearance=6, Mostly satisfied with my physical appearance=7, Extremely satisfied with my physical appearance=8","1=0, 2=1, 3=2, 4=3, 5=4, 6=5, 7=6, 8=7, 9=8",NA,NA,NA,NA
nvs_biss_2_pre,nvs_body_size,Right now I feel...,recode,2,"Extremely dissatisfied with my body size and shape =0, Mostly dissatisfied with my body size and shape =1, Moderately dissatisfied with my body size and shape =2, Slightly dissatisfied with my body size and shape =3, Neither dissatisfied nor satisfied with my body size and shape =4, Slightly satisfied with my body size and shape =5, Moderately satisfied with my body size and shape =6, Mostly satisfied with my body size and shape =7, Extremely satisfied with my body size and shape =8","1=0, 2=1, 3=2, 4=3, 5=4, 6=5, 7=6, 8=7, 9=8",NA,NA,NA,NA
nvs_biss_3_pre,nvs_weight,Right now I feel...,recode,2,"Extremely dissatisfied with my weight =0, Mostly dissatisfied with my weight =1, Moderately dissatisfied with my weight =2, Slightly dissatisfied with my weight =3, Neither dissatisfied nor satisfied with my weight =4, Slightly satisfied with my weight =5, Moderately satisfied with my weight =6, Mostly satisfied with my weight =7, Extremely satisfied with my weight =8","1=0, 2=1, 3=2, 4=3, 5=4, 6=5, 7=6, 8=7, 9=8",NA,NA,NA,NA
nvs_biss_4_pre,nvs_attractive,Right now I feel...,recode,2,"Extremely physically unattractive =0, Very physically unattractive =1, Moderately physically unattractive =2, Slightly physically unattractive =3, Neither attractive nor unattractive =4, Slightly physically attractive =5, Moderately physically attractive =6, Very physically attractive =7, Extremely physically attractive =8","1=0, 2=1, 3=2, 4=3, 5=4, 6=5, 7=6, 8=7, 9=8",NA,NA,NA,NA
bvs_biss_5_pre,nvs_feel_looks,Right now I feel...,recode,2,"A great deal worse about my looks than I usually feel=0, Much worse about my looks than I usually feel=1, Somewhat worse about my looks than I usually feel=2, Just slightly worse about my looks than I usually feel=3, About the same about my looks as usual=4, Just slightly better about my looks than I usually feel=5, Somewhat better about my looks than I usually feel=6, Much better about my looks than I usually feel=7, A great deal better about my looks than I usually feel=8","1=0, 2=1, 3=2, 4=3, 5=4, 6=5, 7=6, 8=7, 9=8",NA,NA,NA,NA
nvs_biss_6_pre,nvs_compare_average_people,Right now I feel that I look...,recode,2,"A great deal worse than the average person looks=0, Much worse than the average person looks=1, Somewhat worse than the average person looks=2, Just slightly worse than the average person looks=3, About the same as the average person looks=4, Just slightly better than the average person looks=5, Somewhat better than the average person looks=6, Much better than the average person looks=7, A great deal better than the average person looks=8","1=0, 2=1, 3=2, 4=3, 5=4, 6=5, 7=6, 8=7, 9=8",NA,NA,NA,NA
nvs_fcq_1_restrict_pre,nvs_intense_desire_restrict,I have an intense desire to restrict.,recode,2,"strongly disagree =0, disagree =1, neutral =2, agree =3, strongly agree =4","1=0, 2=1, 3=2, 4=3, 5=4",NA,NA,NA,NA
nvs_fcq_1_fast_pre,nvs_intense_desire_fast,I have an intense desire to fast.,recode,2,"strongly disagree =0, disagree =1, neutral =2, agree =3, strongly agree =4","1=0, 2=1, 3=2, 4=3, 5=4",NA,NA,NA,NA
nvs_fcq_1_vomit_pre,nvs_intense_desire_vomit,I have an intense desire to vomit/purge.,recode,2,"strongly disagree =0, disagree =1, neutral =2, agree =3, strongly agree =4","1=0, 2=1, 3=2, 4=3, 5=4",NA,NA,NA,NA
nvs_fcq_1_laxatives_pre,nvs_intense_desire_use_laxatives,I have an intense desire to use laxatives.,recode,2,"strongly disagree =0, disagree =1, neutral =2, agree =3, strongly agree =4","1=0, 2=1, 3=2, 4=3, 5=4",NA,NA,NA,NA
nvs_fcq_1_exercise_pre,nvs_intense_desire_exercise,I have an intense desire to exercise.,recode,2,"strongly disagree =0, disagree =1, neutral =2, agree =3, strongly agree =4","1=0, 2=1, 3=2, 4=3, 5=4",NA,NA,NA,NA
nvs_fcq_1_binge_pre,nvs_intense_desire_binge_eat,I have an intense desire to binge eat.,recode,2,"strongly disagree =0, disagree =1, neutral =2, agree =3, strongly agree =4","1=0, 2=1, 3=2, 4=3, 5=4",NA,NA,NA,NA
nvs_fcq_2_restrict_pre,nvs_craving_restrict,I'm craving to restrict.,recode,2,"strongly disagree =0, disagree =1, neutral =2, agree =3, strongly agree =4","1=0, 2=1, 3=2, 4=3, 5=4",NA,NA,NA,NA
nvs_fcq_2_fast_pre,nvs_craving_fast,I'm craving to fast.,recode,2,"strongly disagree =0, disagree =1, neutral =2, agree =3, strongly agree =4","1=0, 2=1, 3=2, 4=3, 5=4",NA,NA,NA,NA
nvs_fcq_2_vomit_pre,nvs_craving_vomit,I'm craving to vomit/purge.,recode,2,"strongly disagree =0, disagree =1, neutral =2, agree =3, strongly agree =4","1=0, 2=1, 3=2, 4=3, 5=4",NA,NA,NA,NA
nvs_fcq_2_laxatives_pre,nvs_craving_use_laxatives,I'm craving to use laxatives.,recode,2,"strongly disagree =0, disagree =1, neutral =2, agree =3, strongly agree =4","1=0, 2=1, 3=2, 4=3, 5=4",NA,NA,NA,NA
nvs_fcq_2_exercise_pre,nvs_craving_exercise,I'm craving to exercise.,recode,2,"strongly disagree =0, disagree =1, neutral =2, agree =3, strongly agree =4","1=0, 2=1, 3=2, 4=3, 5=4",NA,NA,NA,NA
nvs_fcq_2_binge_pre,nvs_craving_binge_eat,I'm craving to binge eat.,recode,2,"strongly disagree =0, disagree =1, neutral =2, agree =3, strongly agree =4","1=0, 2=1, 3=2, 4=3, 5=4",NA,NA,NA,NA
nvs_fcq_3_restrict_pre,nvs_urge_restrict,I have an urge to restrict.,recode,2,"strongly disagree =0, disagree =1, neutral =2, agree =3, strongly agree =4","1=0, 2=1, 3=2, 4=3, 5=4",NA,NA,NA,NA
nvs_fcq_3_fast_pre,nvs_urge_fast,I have an urge to fast.,recode,2,"strongly disagree =0, disagree =1, neutral =2, agree =3, strongly agree =4","1=0, 2=1, 3=2, 4=3, 5=4",NA,NA,NA,NA
nvs_fcq_3_vomit_pre,nvs_urge_vomit,I have an urge to vomit/purge.,recode,2,"strongly disagree =0, disagree =1, neutral =2, agree =3, strongly agree =4","1=0, 2=1, 3=2, 4=3, 5=4",NA,NA,NA,NA
nvs_fcq_3_laxatives_pre,nvs_urge_use_laxatives,I have an urge to use laxatives.,recode,2,"strongly disagree =0, disagree =1, neutral =2, agree =3, strongly agree =4","1=0, 2=1, 3=2, 4=3, 5=4",NA,NA,NA,NA
nvs_fcq_3_exercise_pre,nvs_urge_exercise,I have an urge to exercise.,recode,2,"strongly disagree =0, disagree =1, neutral =2, agree =3, strongly agree =4","1=0, 2=1, 3=2, 4=3, 5=4",NA,NA,NA,NA
nvs_fcq_3_binge_pre,nvs_urge_binge_eat,I have an urge to binge eat.,recode,2,"strongly disagree =0, disagree =1, neutral =2, agree =3, strongly agree =4","1=0, 2=1, 3=2, 4=3, 5=4",NA,NA,NA,NA
"nvs_euthusiatic,nvs_crummy,nvs_fatigued,nvs_calm",nvs_mental_effort,Sum of mental effort scores,sum,3,NA,NA,NA,NA,NA,NA
"nvs_physical_apperance,nvs_body_size,nvs_weight,nvs_attractive,nvs_feel_looks,nvs_compare_average_people",nvs_body_image,Sum of body image satisfication,sum,3,NA,NA,NA,NA,NA,NA
"nvs_intense_desire_restrict,nvs_intense_desire_fast,nvs_intense_desire_vomit,nvs_intense_desire_use_laxatives,nvs_intense_desire_exercise,nvs_intense_desire_binge_eat,nvs_craving_restrict,nvs_craving_fast,nvs_craving_vomit,nvs_craving_use_laxatives,nvs_craving_exercise,nvs_craving_binge_eat,nvs_urge_restrict,nvs_urge_fast,nvs_urge_vomit,nvs_urge_use_laxatives,nvs_urge_exercise,nvs_urge_binge_eat",nvs_food_craving,Sum of food craving intents,sum,3,NA,NA,NA,NA,NA,NA
"id,nvs_euthusiatic,nvs_crummy,nvs_fatigued,nvs_calm,nvs_physical_apperance,nvs_body_size,nvs_weight,nvs_attractive,nvs_feel_looks,nvs_compare_average_people,nvs_intense_desire_restrict,nvs_intense_desire_fast,nvs_intense_desire_vomit,nvs_intense_desire_use_laxatives,nvs_intense_desire_exercise,nvs_intense_desire_binge_eat,nvs_craving_restrict,nvs_craving_fast,nvs_craving_vomit,nvs_craving_use_laxatives,nvs_craving_exercise,nvs_craving_binge_eat,nvs_urge_restrict,nvs_urge_fast,nvs_urge_vomit,nvs_urge_use_laxatives,nvs_urge_exercise,nvs_urge_binge_eat,nvs_mental_effort,nvs_body_image,nvs_food_craving",NA,NA,select,4,NA,NA,NA,NA,NA,NA
